Username,Tweet,Date,Replies,Retweets,Likes,Bookmarks,Views,Translated_Tweet
@Syria_Project1,تعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السورية، خطوة جديدة نحو تعزيز الهوية الدينية والشرعية في بلادنا. نسأل الله له التوفيق والسداد في مهامه الجليلة.#سوريا#الرفاعي#الإفتاء,2025-03-28T21:46:23,0,0,3,0,303,the appointment of sheikh al rifai as general of the syrian arab republic a new step towards strengthening the religious and legitimate identity in our country we ask god for success in his great dutiessyriaal rifaiifta
@826fc89c5fe344b,الشيخأسامة الرفاعي، عالم بارز من مواليد دمشق عام 1944، وهو الابن الأكبر للشيخ عبد الكريم الرفاعي. درس في جامعة دمشق وأصبح لاحقًا أحد أبرز الشخصيات الدينية.,2025-03-28T21:45:44,0,0,0,0,46,sheikh al rifai a prominent scientist born in damascus in is the eldest son of sheikh abdul karim al rifai he studied at the university of damascus and later became one of the most prominent religious figures
@Syriia2024,لا صوفي  متلاسامه الرفاعي,2025-03-28T21:43:38,0,0,0,0,158,no sophie al rifai
@hazem___Ibrahim,"اعتقاداسامة الرفاعيفي القرآن ،
للشيخ ؛ محمد بن شمس الدين .",2025-03-28T21:42:38,5,3,10,4,4520,the belief of al rifaifi al quran the sheikh muhammad bin shams al din
@YeniTurki,"عندما ضرب الشيخاسامة الرفاعيمن قبل الشبيحة قبل 14 عام 
اليوماسامة الرفاعيمفتي الجمهورية#سوريا",2025-03-28T21:41:55,0,2,20,2,1331,when the chief of chief of chief offended the riffaaa before the shabiha years ago days riffa the republicsyria
@rutar33,"أعضاء هيئة الإفتاء الأعلى هم:
عبد الفتاح البزم 
محمد راتب النابلسي 
وهبي سليمان 
مظهر الويس 
عبد الرحيم عطون 
إبراهيم الحسون 
سهل جنيد 
محمد شكري 
أنس عيروط 
إبراهيم شاشو 
نعيم العرقسوسي

مفتي الجمهورية 
الشيخأسامة الرفاعي",2025-03-28T21:43:07,0,0,0,0,161,the members of the supreme ifta authority are abdel fattah al bazm muhammad ratib al nabulsi wehbe suleiman the appearance of alois abdul rahim atoun ibrahim al hassoun junaid plain mohamed shukry anas ayrout ibrahim shasho naim loksusi grand mufti of the republic sheikh al rifai
@hamzadeab,"الحمد لله 
سبحان من اعزنا واذلهم
""احمد حسون"" مفتي المجرم بشار الاسد ذليل بيد العدالة

""اسامة الرفاعي"" ومفتي سوريا الجديد بعد انتصار الثورة السورية",2025-03-28T21:42:35,0,2,4,0,361,thank god glory be to those who cherish us ahmed hassoun the mufti of the criminal bashar al assad is humiliated in the hands of justice osama al rifai and the new mufti of syria after the victory of the syrian revolution
@aarkan701,بيقولون انهاسامه الرفاعيصوفي هل هذا كلام صحيح,2025-03-28T21:41:47,0,0,0,0,103,they say his whistle al rifai is this true words
@Rama07100,"طيب هو بيعرف أنوأسامة الرفاعيحرض عليه من قبل يعني الزلمة متابع مو غشيم و ما أخد ع خاطره و عينه مفتي .
ينطمزوا من بعض مشان ترضوا عنهم شو بدكم ما عم افهم",2025-03-28T21:42:40,0,0,8,0,227,ok he knows the osama al rifai incitement to him before i mean zalmah is a follower not a deceit and what he took his mind and his eye is a mufti take up from some of you who are satisfied with them what do you understand
@Hamody99_1,ثم لولا ابو محمد السلفي الاصل لما رأيته اشعري وصوفي كالكلباسامه الرفاعيفي السلطه,2025-03-28T21:42:10,0,0,0,0,97,then had it not been for abu muhammad al salafi the original i would not have seen him ashari and sufi like al kalbasama al rifaifi
@AliDawo55818392,تثبيت الشيخأسامة الرفاعيمفتيًا للجمهورية خطوة تعيد الأمور إلى نصابها، وتؤكد إرادة السوريين في استعادة هويتهم وقرارهم. مبارك لأهل الشام.,2025-03-28T21:44:11,0,0,0,0,536,the sheikh of the osama is stabilized by the republic a step that brings matters to its quorum and confirms the will of the syrians in restoring their identity and decision mubarak to the people of the levant
@AsharqNews,"""سانا"": الرئيس السوري أحمد الشرع يصدر قراراً بتشكيل مجلس الإفتاء الأعلى وتعيين الشيخأسامة الرفاعيمفتياً عاماً للبلاد#الشرق_للأخبار",2025-03-28T21:44:03,0,0,7,0,2904,sana syrian president ahmed al sharaa issues a decision to form the supreme ifta council and appoint sheikh osama al rifai as general of the countryeast_
@Violationsjoola,#مجلس_الإفتاء_السوريالأشعري القبوري#أسامة_الرفاعيمفتياً عاماً للجمهورية العربية السورية#نعيم_عرقسوسيعضو مجلس الإفتاء، العرقسوسي الذي فرح أشد الفرح بحضور#بشار_الأسدخطبته:بعد الدقيقة21وغيرهما من الصوفيةالأشعرية القائلين بالكلام النفسي وخلق القرآن,2025-03-28T21:42:27,0,0,0,0,277,council of ifta al ashari al qabouriosama_ al rifaiqa general general of the syrian arab republicnaim_artousta the council of ifta the licorice who rejoiced the most joyful in the presence
@Wipper_Mpls,Good times Cali vibes,nan,6,5,193,9,285143,good times cali vibes
@zamanalwsl,الشيخأسامة الرفاعيمفتياً عاماً لسوريا,2025-03-28T21:40:49,0,0,6,0,1629,sheikh al sheikh al rifai general of syria
@kflores8494,شفت واحد ناشر يقولأسامة الرفاعيضال في العلم، هل هذا الادعاء صحيح؟,2025-03-28T21:40:49,12,0,6,0,6332,i saw one publisher who says osama al rifaal in science is this claim correct
@alhaqiqahnet,تعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السورية!,2025-03-28T21:39:42,0,0,0,0,36,the appointment of sheikhsa al rifai as general of the syrian arab republic
@Omar_Madaniah,"سبحان من اعزنا واذلهم…

""احمد حسون"" مفتي المجرم بشار الاسد ذليل بيد العدالة

""اسامة الرفاعي"" ومفتي سوريا الجديد بعد انتصار الثورة السورية",2025-03-28T21:39:04,149,227,2695,55,169343,glory be to those who cherish us and let them down ahmed hassoun the mufti of the criminal bashar al assad is humiliated in the hands of justice osama al rifai and the new mufti of syria after the victory of the syrian revolution
@Silent_resist,اسامة الرفاعيهو من أفتى وشرعن احتلال عفرين وقتل الكرد,2025-03-28T21:38:26,0,0,0,0,60,osama al rifaiho is a fatwa and for the occupation of afrin and the killing of the kurds
@Hrfouch2,"لا تأخذ الصاحب إلا من بعد فتوى 

يوما ما أفتى الشيخأسامة الرفاعيان أبو محمد الجولاني خارجي متغلب يجب قتله مع اتباعه قتل عاد 

اليوم يجلس الاثنان معا : 
الخارجي المتغلب صار رئيسا للجمهورية و الشيخ صار مفتيا عاما لها. 

كلاهما كان يسعى إلى ان تنتصر الثورة ولكن لكل واحد طريق",2025-03-28T21:38:35,0,0,0,0,85,do not take the owner except after a fatwa one day the sheikhs osama al rifai abu muhammad al jolani a mutual prevailing external must be killed today the two sit together the overwhelming external became president of the republic and the sheikh became its mufti both were seeking to triumph the revolution but everyone has a path
@osama_m_hu,كلمة للشيخ أسامة عبد الكريم الرفاعي بمناسبة تعيينهمفتياً عاماً للجمهورية العربية السورية.#Syria,2025-03-28T21:40:30,0,0,0,0,52,a speech by sheikh osama abdel karim al rifai on the occasion of their appointment as general of the syrian arab republicsyria
@tJmauqzNkvCXEBB,قرار موفق يدل على نظرة ثاقبة معتدلة ومعرفة عميقة بإرث بلاد الشام الفكري والديني#أسامة_الرفاعي,2025-03-28T21:40:03,0,0,0,0,69,a successful decision indicates a moderate insight and a deep knowledge of the legacy of the intellectual and religious levantosama_afai
@synlnzy5,"اول الغيث قطرة 
مبارك للشيخاسامة الرفاعيالمفتي العام الجديد للجمهورية العربية السورية و شتنان بين مفتي و مفتي..  نسأل الله له العون
ليس فقط موقف الشيخ اسامة من شعبه فقط و انما هو وجه الاسلام السمح للشام و علمائها.. 
تعيين مقدر و مبارك و بالتوفيق.",2025-03-28T21:39:18,0,0,0,0,128,the first ghaith drops mubarak to the sheaksa al rifai the new general mufti of the syrian arab republic and a gratitude between mufti and mufti we ask god for help not only sheikh osamas position on his people but is the aspect of islam tolerant of the levant and its scholars appointment mubarak and good luck
@MohamedOtri,( إن الله يزع بالسلطان ما لا يزع بالقرآن ) بهذا التكامل بين القيادة ومجلس الإفتاء الأعلى برئاسة مفتي الجمهورية العربية السورية الشيخأسامة الرفاعيحفظه الله وسدد رأيه نعبر بسوريا الجديدة نحو  دولة عادلة ًرحيمةً قويةً أمينةً ذاتَ عزةٍ  لأبنائها .#رئاسة_الجمهورية_العربية_السورية,2025-03-28T21:40:45,0,0,20,0,919,may god take the sultan what does not give in the quran with this integration between the leadership and the supreme ifta council headed by the grand mufti of the syrian arab republic sheikh osama al rifai may god preserve him and pay his opinion we cross the new syria towards a fair strong honest state with pride for its children
